"taxon_name","LDA_iter_5","LDA_iter_10","LDA_iter_15","LDA_iter_20","LDA_iter_25","LDA_iter_30","LDA_iter_35","LDA_iter_40","LDA_iter_45","LDA_iter_50","LDA_iter_55","LDA_iter_60","LDA_iter_65","LDA_iter_70","LDA_iter_75","LDA_iter_80","LDA_iter_85","LDA_iter_90","LDA_iter_95","LDA_iter_100","num_detected","lefser_LDA","most_specific_taxa","taxon_annotation"
"OTU_97.37368",3.11936473205,3.13526810296,3.11432338431,3.09414941992,3.08592294763,3.07503211611,3.06603635723,3.07666314059,3.08786571728,3.08946861791,3.0775980954,3.07905321005,3.08122798934,3.07544014755,3.07876810986,3.08358897749,3.0839110807,3.07358630276,3.06968438894,3.06674411594,20,3.06105949267505,"g__TG5",NA
"OTU_97.40468",3.49862006249,3.54170099001,3.54374824963,3.55755106532,3.55173765601,3.54721446004,3.55154118144,3.55945346139,3.56413403669,3.56386994451,3.56245997276,3.56212546535,3.5631812966,3.56575304272,3.56552826829,3.56443653278,3.56670697432,3.57231798663,3.57741185321,3.58171956945,20,3.56003760027129,"g__Fusobacterium","anaerobic"
"OTU_97.44941",3.36475974126,3.41375896564,3.38241410429,3.40786835375,3.40694000017,3.41773397244,3.39667672298,3.4051489454,3.39204389753,3.40049893243,3.38931679181,3.39600386481,3.40620168106,3.41402569154,3.4171651545,3.41532269211,3.42333498995,3.43103507172,3.42847901802,3.42899918942,20,-3.41110631092714,"g__Haemophilus","facultative_anaerobic"
"OTU_97.42356",3.40368611765,3.48188258272,3.48930083335,3.48485594148,3.49632989333,3.48218022075,3.45715927279,3.49031773591,3.4593388498,3.44282764445,3.45038289132,3.44680777195,3.43730056579,3.41440008497,3.41864035761,3.41105465983,3.42183977258,3.42237130932,3.42406538275,3.42293669586,20,-3.41007279376813,"g__Streptococcus","facultative_anaerobic"
"OTU_97.63",3.05327947592,3.03376524447,3.03797254956,3.03947448919,3.07084579428,3.08633461362,3.08176620545,3.08863211387,3.09479069869,3.09373153905,3.09306132903,3.0883894921,3.08352763825,3.07739537987,3.0797310014,3.09067110678,3.08780198588,3.08917587372,3.08614360951,3.0807794304,20,3.07566669701633,"g__Prevotella","anaerobic"
"OTU_97.44798",0,3.01131080118,3.08497444781,3.14336779226,3.08545436403,3.05897357095,3.06879962285,3.0651543843,3.07432772453,3.05995183615,3.05473431189,3.04412854802,3.03360139906,3.03251446717,3.02082423653,3.02177183606,3.02787410103,3.0157589434,0,3.01167078122,18,3.05526897088038,"g__Actinomyces","anaerobic"
"OTU_97.37799",0,3.0257590819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"g__Fusobacterium","anaerobic"
"OTU_97.17936",0,0,0,0,0,0,0,3.01012880509,3.0162229538,3.0196770522,3.02365262135,3.02116666995,3.02324969066,3.02650847317,3.0304570568,3.0319187941,3.03234345468,3.03580378293,3.03217904062,3.03080169648,13,3.00682536270303,"f__Porphyromonadaceae",NA
"OTU_97.38871",0,0,0,0,0,0,0,0,0,0,3.00443139775,3.00223100372,0,0,3.00310516438,3.00897517725,3.00335585828,3.01975435169,3.01053179749,3.00663161094,8,NA,"g__Fusobacterium","anaerobic"
"OTU_97.43175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00133352831,1,NA,"g__Fusobacterium","anaerobic"
