body_subsite	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque
OTU9716371	0	0	0	0	0	0	0	0	0	254.90695895998	0	0	0	0	566.893424036281	0	3012.95570955107	5689.57669549386	0	0	0	0	146.391450739277	0	0	192.418703097941	0	0	606.918875177018	195.771339075959	0	0	0	0	222.518914107699	0	0	0	0	0	0	0	0	0	0	0	0	86.5276455827637	421.822272215973	504.184733286276	0	86.3707030575229	0	0	0	68.50253459378	0	707.714083510262	926.78405931418	0	0	486.854917234664	0	246.487552378605	409.50040950041	0	1177.85630153121	0	0	0	1259.44584382872	0	0	0	6711.40939597315	739.918608953015	0	0	0	0	0	0	1533.74233128834	2481.38957816377	0	289.855072463768	0	0	0	0	777.20207253886	4456.32798573975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.642023346304	215.05376344086	0	0	1268.23081800888	742.942050520059	0	0	428.265524625268	415.83499667332	213.037920749893	0	0	0	0	0	0	0	0	0	0	0	81.2083807048887	0	0	0	0	0	0	0	0	0	105.418511490618	90.0900900900901	0	0	0	0	0	0	0	0	0	0	0	0	179.05102954342	135.611608353675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.044084478163	0	0	0	0	0	0	0	205.846027171676	0	183.48623853211	0	0	0	0	0	243.961941937058	0	0	0	0	0	0	0	0	221.778664892437	0	0	0	0	75.3749905781262	0	0	0	0	0	0	0	1398.6013986014	1672.24080267559	556.173526140156	0
OTU9716375	695.249130938586	343.760742523204	0	0	0	0	400	0	0	0	0	0	0	0	566.893424036281	534.616412723871	0	455.166135639508	0	0	0	157.554750275721	0	0	0	0	195.007800312012	0	0	0	229.990800367985	262.329485834208	0	236.686390532544	0	0	469.483568075117	0	179.533213644524	0	0	0	0	204.373594931535	0	793.440888653795	315.756236185665	0	421.822272215973	0	0	86.3707030575229	0	0	0	68.50253459378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581.395348837209	1055.24986809377	222.074172773706	0	0	0	0	0	238.891543239369	869.565217391304	0	0	0	0	129.533678756477	0	884.04302342714	671.190991125364	0	0	0	0	0	138.763616179838	0	0	0	0	0	142.918393597256	0	0	332.944897619444	549.551199853453	0	127.356087620988	0	0	0	107.52688172043	0	0	0	0	0	0	107.066381156317	0	0	0	194.704049844237	370.507595405706	348.189415041783	0	0	0	0	127.828198900678	182.515057492243	0	0	93.4579439252336	0	0	157.282164202579	0	221.778664892437	0	449.337227589306	0	105.418511490618	90.0900900900901	412.881915772089	792.811839323467	75.5972180223768	198.550580760449	0	254.258835494533	223.313979455114	318.725099601594	0	0	0	0	0	0	985.059924478739	0	0	0	0	0	467.398924982473	1448.80875724404	0	0	0	0	150.579731968077	0	315.258511979823	800.640512409928	0	0	248.570718369376	0	0	0	1453.75249863711	262.536098713573	331.455087835598	535.618639528656	0	0	996.26400996264	1067.80565936999	355.871886120996	241.662638956017	344.47123665174	341.705108491372	617.538081515027	654.878847413229	0	0	1262.39855725879	216.919739696312	413.907284768212	259.201658890617	487.923883874116	208.289939595918	150.875075437538	144.613159797542	895.054822107854	229.147571035747	0	806.614236741278	0	0	1006.44122383253	1431.20016356573	0	0	150.749981156252	0	0	0	0	0	0	0	0	0	0	0
OTU9716421	115.874855156431	0	1308.61504907306	1431.75310213172	0	445.930880713489	0	0	620.106968452058	0	0	0	0	0	566.893424036281	0	602.591141910214	0	0	0	0	472.664250827162	0	0	0	0	585.023400936037	0	0	0	919.963201471941	1049.31794333683	0	0	222.518914107699	213.766566908935	234.741784037559	0	359.066427289048	0	0	0	0	408.74718986307	0	0	315.756236185665	86.5276455827637	281.214848143982	100.836946657255	263.227165043432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.074172773706	0	0	0	0	0	0	289.855072463768	0	0	0	0	0	0	0	149.153553583414	0	0	0	0	191.644308164048	0	0	0	0	0	320.872773945131	285.836787194512	0	0	0	0	0	382.068262862965	155.642023346304	200.682319887618	0	0	167.728950016773	0	0	0	315.208825847124	0	0	0	0	276.052449965493	194.704049844237	0	348.189415041783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.418511490618	0	0	0	0	0	0	508.517670989067	0	0	0	0	166.251039068994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.529691211401	0	312.061163988142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.325277912035	0	0	205.846027171676	0	0	0	180.34265103697	0	0	0	243.961941937058	624.869818787753	150.875075437538	0	0	0	196.001568012544	0	0	0	0	0	317.965023847377	980.872976949485	0	225.479143179256	0	0	0	142.146410803127	0	0	0	0	0	0
OTU9716527	0	0	0	159.083678014636	412.371134020619	0	13200	6797.85330948122	465.080226339043	1019.62783583992	673.400673400673	0	1260.50420168067	0	377.928949357521	0	0	227.583067819754	0	0	0	787.773751378604	0	0	176.242509693338	1346.93092168559	20670.8268330733	9400.17905102954	1011.53145862836	391.542678151919	6439.74241030359	7607.55508919203	535.331905781585	473.372781065089	3337.78371161549	3420.26507054297	0	0	0	0	687.60027504011	805.152979066023	0	0	4430.37974683544	793.440888653795	0	432.638227913818	984.251968503937	302.510839971766	263.227165043432	604.59492140266	0	0	0	0	0	707.714083510262	0	0	0	0	1308.90052356021	1971.90041902884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.856627592426	0	0	477.783086478739	0	0	0	0	0	1554.40414507772	0	0	0	0	0	5628.51782363978	5807.20092915215	0	0	0	0	0	0	0	571.673574389024	0	0	0	183.183733284484	0	0	0	0	1089.49416342412	2043.01075268817	167.728950016773	0	634.115409004439	0	0	0	1498.92933618844	2411.84298070526	0	0	0	741.015190811412	0	0	0	1293.66106080207	0	639.140994503387	4197.84632232159	3035.92511384719	162.416761409777	0	0	403.958796202787	0	0	221.778664892437	202.224469160768	898.674455178612	205.423171733772	0	0	412.881915772089	0	0	0	0	0	223.313979455114	0	235.128144838937	1022.64426588751	665.004156275977	3048.23381746459	895.255147717099	3390.29020884188	656.706616319159	274.951883420401	2084.57415128052	990.09900990099	435.161009573542	757.920266787934	1402.19677494742	1287.83000643915	2352.94117647059	818.196694485354	0	0	0	0	0	266.880170803309	0	0	0	0	308.737264587836	0	0	0	0	0	3895.83760508509	2180.54949847362	0	0	355.871886120996	966.65055582407	0	341.705108491372	0	0	0	0	0	0	827.814569536424	0	0	1041.44969797959	150.875075437538	0	671.291116580891	3437.21356553621	0	0	679.694137638063	665.335994677312	402.576489533011	204.457166223676	0	245.218244237371	0	0	0	0	1360.17410228509	71.0732054015636	677.506775067751	0	1398.6013986014	0	0	0
OTU971654	115.874855156431	0	654.307524536532	1113.58574610245	0	668.896321070234	0	0	0	254.90695895998	673.400673400673	423.728813559322	0	0	377.928949357521	0	0	0	287.935502447452	0	601.865783930184	472.664250827162	0	0	0	0	780.03120124805	895.255147717099	0	195.771339075959	459.981600735971	0	267.665952890792	236.686390532544	0	0	234.741784037559	384.467512495194	179.533213644524	0	229.200091680037	402.576489533011	0	0	0	0	157.878118092832	259.582936748291	0	0	0	0	273.522975929978	627.746390458255	0	205.50760378134	0	0	0	0	0	486.854917234664	0	0	0	0	0	0	0	0	0	0	0	0	0	123.319768158836	0	0	222.074172773706	269.360269360269	0	225.428313796213	0	0	955.566172957477	3188.40579710145	0	2116.85012701101	0	0	0	0	73.6702519522617	0	0	0	750.46904315197	290.360046457607	574.932924492143	138.763616179838	0	0	0	0	0	0	90.9669789866279	0	0	0	659.92080950286	891.492613346918	155.642023346304	200.682319887618	0	0	0	199.52114924182	0	0	0	325.132762544706	0	0	0	0	973.520249221184	370.507595405706	174.094707520891	0	0	0	0	127.828198900678	0	0	162.416761409777	373.831775700935	0	0	157.282164202579	335.514175473914	0	202.224469160768	224.668613794653	0	210.837022981235	1081.08108108108	0	0	0	198.550580760449	0	254.258835494533	446.627958910228	159.362549800797	0	146.09203798393	0	179.307871615564	0	135.611608353675	0	137.475941710201	0	0	290.107339715695	0	0	0	0	0	244.798041615667	237.529691211401	451.739195904231	0	0	0	0	0	248.570718369376	305.064063453325	0	0	0	525.072197427146	165.727543917799	0	205.044084478163	0	0	0	0	0	344.47123665174	512.557662737058	0	0	0	0	541.027953110911	216.919739696312	0	518.403317781234	5855.08660648939	4582.37867111019	301.750150875075	723.065798987708	895.054822107854	0	392.003136025088	0	0	0	0	0	635.930047694754	245.218244237371	1582.87480214065	901.916572717024	0	0	0	0	0	496.524329692155	0	0	0	0
OTU9716542	115.874855156431	0	0	159.083678014636	412.371134020619	0	200	0	0	0	0	0	0	395.882818685669	0	0	0	0	0	0	0	0	1463.91450739277	1920.80378250591	0	0	0	0	0	0	0	0	0	0	0	213.766566908935	0	0	0	0	0	0	0	0	0	0	0	0	140.607424071991	0	263.227165043432	259.112109172569	0	0	0	0	0	0	0	0	0	0	0	0	0	285.795941697628	0	0	0	0	0	0	0	0	0	0	0	0	0	134.680134680135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.054464719351	0	0	0	0	481.309160917696	142.918393597256	0	0	0	0	1099.8680158381	509.424350483953	311.284046692607	0	0	0	0	199.52114924182	0	0	0	0	0	0	0	0	194.704049844237	123.502531801902	0	226.91173133651	0	0	833.854492391078	255.656397801355	0	0	649.66704563911	934.579439252336	0	0	0	671.028350947827	0	0	0	0	421.674045962471	180.18018018018	0	0	0	198.550580760449	0	0	0	0	0	0	0	0	0	0	164.17665407979	0	0	0	0	0	0	0	180.995475113122	0	489.596083231334	0	451.739195904231	156.030581994071	0	0	0	0	248.570718369376	0	308.737264587836	0	0	0	0	0	0	0	0	0	0	0	688.942473303479	683.410216982744	0	0	183.48623853211	502.765208647562	0	0	0	0	0	0	0	289.226319595083	0	0	0	0	0	0	0	204.457166223676	0	0	753.749905781262	225.479143179256	0	0	0	0	0	0	0	0	0	0
OTU9716602	0	0	0	0	0	0	200	715.563506261181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233.69756785337	2309.02443717529	3120.1248049922	895.255147717099	202.306291725673	195.771339075959	459.981600735971	262.329485834208	0	236.686390532544	445.037828215398	427.533133817871	0	0	179.533213644524	0	229.200091680037	0	150.240384615385	204.373594931535	0	0	0	0	984.251968503937	403.347786629021	0	86.3707030575229	0	0	0	0	1161.44018583043	2123.14225053079	463.39202965709	0	1317.52305665349	0	0	492.97510475721	409.50040950041	0	0	1402.03294777427	0	2534.85424588086	0	979.431929480901	1170.96018735363	1076.42626480086	0	0	0	0	0	0	0	450.856627592426	1533.74233128834	1240.69478908189	1433.34925943622	0	0	0	0	0	259.067357512953	891.26559714795	0	0	797.448165869219	0	1500.93808630394	1161.44018583043	0	0	0	0	0	0	0	428.755180791768	0	0	0	0	0	0	0	0	155.642023346304	537.634408602151	0	0	0	371.47102526003	0	0	0	0	426.075841499787	138.026224982747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.251039068994	358.615743231128	0	271.22321670735	0	0	297.796307325789	0	435.161009573542	909.504320145521	0	0	180.995475113122	0	0	0	0	0	0	0	0	0	0	0	308.737264587836	547.645125958379	0	0	0	0	615.132253434488	0	249.06600249066	0	0	0	0	0	0	218.292949137743	0	0	0	0	413.907284768212	0	0	0	0	144.613159797542	0	229.147571035747	0	0	0	443.557329784875	0	204.457166223676	0	245.218244237371	0	0	0	1805.05415162455	272.034820457018	71.0732054015636	2032.52032520325	1489.57298907646	0	1672.24080267559	0	0
OTU9716639	0	171.880371261602	0	159.083678014636	0	0	0	0	0	254.90695895998	0	0	0	0	0	0	0	0	0	0	0	0	292.782901478554	0	0	0	0	0	202.306291725673	0	0	0	0	236.686390532544	0	0	0	0	0	0	0	0	0	204.373594931535	0	0	0	0	140.607424071991	100.836946657255	526.454330086865	0	820.568927789934	0	0	205.50760378134	0	0	0	0	0	486.854917234664	0	0	409.50040950041	0	0	1752.54118471784	0	0	0	0	0	1076.42626480086	0	0	193.798449612403	0	0	0	0	0	0	0	0	289.855072463768	0	0	0	0	129.533678756477	0	73.6702519522617	372.883883958535	0	0	0	580.720092915215	383.288616328095	0	0	1060.44538706257	0	930.232558139535	0	0	272.900936959884	402.090872537193	166.472448809722	366.367466568969	219.97360316762	0	311.284046692607	0	933.852140077821	860.215053763441	0	0	0	0	0	0	107.066381156317	0	0	0	0	247.005063603804	0	0	0	0	0	0	0	168.662506324844	162.416761409777	93.4579439252336	0	0	0	0	0	0	0	0	210.837022981235	90.0900900900901	0	0	0	99.2752903802244	0	0	223.313979455114	159.362549800797	0	0	0	0	0	0	0	0	0	0	290.107339715695	0	233.699462491236	482.936252414681	180.995475113122	163.639338897071	0	0	0	156.030581994071	0	0	0	0	248.570718369376	0	0	0	0	0	0	0	0	0	0	0	0	241.662638956017	688.942473303479	0	0	0	0	0	180.34265103697	216.919739696312	0	259.201658890617	243.961941937058	0	0	144.613159797542	223.763705526964	0	0	0	0	0	201.288244766506	0	0	245.218244237371	0	0	0	0	0	0	0	496.524329692155	0	0	0	865.051903114187
OTU9716728	0	0	0	0	0	0	0	0	0	0	0	0	0	395.882818685669	0	267.308206361935	0	0	0	0	0	0	878.348704435661	147.754137115839	0	384.837406195882	0	0	0	195.771339075959	0	0	0	0	667.556742323097	213.766566908935	0	0	0	0	0	0	0	613.120784794605	0	264.480296217932	631.512472371329	951.804101410401	0	0	0	86.3707030575229	0	0	0	616.52281134402	0	0	463.39202965709	0	0	486.854917234664	0	492.97510475721	0	0	0	0	747.94315632012	5069.70849176172	0	0	0	358.80875493362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451.37880986938	0	0	0	0	0	1365.18771331058	0	0	0	0	0	0	0	1860.46511627907	0	142.918393597256	0	0	0	0	219.97360316762	0	155.642023346304	200.682319887618	0	322.58064516129	0	0	1268.23081800888	1857.35512630015	0	0	107.066381156317	332.667997338656	0	0	0	0	0	0	0	0	0	255.656397801355	0	0	0	93.4579439252336	0	0	0	0	0	202.224469160768	0	0	105.418511490618	90.0900900900901	0	0	75.5972180223768	99.2752903802244	0	0	0	0	0	146.09203798393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.529691211401	0	156.030581994071	0	0	0	0	0	0	0	0	181.719062329638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.147571035747	0	0	0	0	0	0	0	245.218244237371	0	225.479143179256	0	0	0	0	0	0	1398.6013986014	0	1668.52057842047	1730.10380622837
OTU9716741	115.874855156431	0	0	0	1649.48453608247	445.930880713489	1400	715.563506261181	0	254.90695895998	2020.20202020202	2542.37288135593	420.168067226891	0	0	0	0	455.166135639508	287.935502447452	461.361014994233	601.865783930184	630.219001102883	146.391450739277	443.262411347518	352.485019386676	2501.44314027323	1560.0624024961	895.255147717099	0	587.314017227878	0	262.329485834208	1873.66167023555	1893.49112426036	1335.11348464619	641.299700726806	704.225352112676	1153.40253748558	1077.19928186715	888.888888888889	916.800366720147	402.576489533011	0	0	632.911392405063	264.480296217932	473.634354278497	865.276455827637	843.644544431946	806.695573258042	0	431.853515287614	0	0	0	68.50253459378	1161.44018583043	0	926.78405931418	0	1976.28458498024	486.854917234664	1308.90052356021	4436.77594281489	0	0	1177.85630153121	0	0	1267.42712294043	3778.33753148615	979.431929480901	0	358.80875493362	0	0	0	0	1110.37086386853	0	0	1127.14156898106	1533.74233128834	7444.16873449132	0	289.855072463768	0	0	1692.04737732657	1451.37880986938	388.60103626943	1782.5311942959	0	0	1594.89633173844	682.59385665529	375.234521575985	580.720092915215	191.644308164048	555.054464719351	0	0	573.065902578797	0	160.436386972565	142.918393597256	181.933957973256	0	0	0	0	0	155.642023346304	401.364639775236	155.642023346304	430.10752688172	0	1596.16919393456	0	371.47102526003	788.022064617809	541.88793757451	428.265524625268	665.335994677312	426.075841499787	414.07867494824	1557.63239875389	617.51265900951	1566.85236768802	2042.20558202859	0	0	2293.09985407546	383.484596702032	182.515057492243	0	243.625142114666	467.289719626168	0	0	0	0	221.778664892437	0	0	0	527.092557453089	540.540540540541	0	792.811839323467	680.374962201391	1489.12935570337	0	254.258835494533	0	159.362549800797	705.384434516812	730.460189919649	665.004156275977	358.615743231128	716.204118173679	135.611608353675	0	0	0	330.03300330033	1305.48302872063	454.75216007276	0	0	1085.97285067873	3763.70479463263	244.798041615667	237.529691211401	0	0	0	266.880170803309	2855.10349750178	731.528895391368	0	152.532031726663	2161.16085211485	821.467688937568	181.719062329638	1181.41244421108	0	0	0	0	0	266.951414842499	0	241.662638956017	0	0	0	436.585898275486	183.48623853211	502.765208647562	0	0	413.907284768212	518.403317781234	487.923883874116	0	0	0	0	0	588.004704037632	0	169.923534409516	443.557329784875	0	204.457166223676	0	0	0	225.479143179256	0	0	408.052230685528	0	0	0	2797.2027972028	0	556.173526140156	2595.15570934256
OTU9716744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205.18228382043	455.166135639508	0	0	0	0	0	295.508274231678	352.485019386676	1346.93092168559	0	0	202.306291725673	391.542678151919	0	0	267.665952890792	0	222.518914107699	0	0	0	0	0	0	0	0	0	0	264.480296217932	0	432.638227913818	421.822272215973	403.347786629021	0	172.741406115046	0	0	1341.38162307176	137.00506918756	2322.88037166086	4246.28450106157	0	0	0	0	1308.90052356021	492.97510475721	1228.50122850123	0	0	0	0	0	0	979.431929480901	0	0	838.926174496644	4069.55234924158	0	75.3749905781262	0	0	0	0	0	7444.16873449132	0	0	0	423.370025402202	0	0	4922.27979274611	6238.85918003565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.356087620988	155.642023346304	0	778.210116731518	2473.11827956989	0	0	0	371.47102526003	0	0	2676.65952890792	1164.3379906853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.923224568138	0	157.282164202579	0	0	0	0	0	210.837022981235	0	0	0	0	0	0	0	0	0	0	146.09203798393	0	0	0	0	0	0	0	0	0	0	0	0	180.995475113122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.054949847362	0	0	0	0	0	0	411.692054343351	436.585898275486	0	0	0	0	413.907284768212	0	487.923883874116	0	150.875075437538	0	0	0	0	0	0	221.778664892437	0	0	953.89507154213	0	75.3749905781262	0	0	0	0	0	0	0	0	0	0	0
OTU9716813	0	515.641113784806	0	159.083678014636	0	0	0	0	0	509.813917919959	0	0	0	0	0	0	301.295570955107	0	287.935502447452	0	300.932891965092	472.664250827162	878.348704435661	886.524822695035	0	0	0	447.62757385855	202.306291725673	1174.62803445576	229.990800367985	786.988457502623	0	473.372781065089	0	0	234.741784037559	768.935024990388	0	0	0	402.576489533011	0	0	0	0	0	0	843.644544431946	201.67389331451	526.454330086865	259.112109172569	0	0	0	68.50253459378	0	0	0	0	0	0	0	246.487552378605	0	285.795941697628	0	350.508236943568	0	0	0	0	0	0	838.926174496644	0	193.798449612403	0	222.074172773706	0	0	225.428313796213	0	0	238.891543239369	289.855072463768	0	0	0	0	129.533678756477	0	1031.38352733166	0	0	682.59385665529	750.46904315197	1451.80023228804	0	624.436272809269	0	0	0	0	641.745547890261	571.673574389024	90.9669789866279	0	0	0	0	0	622.568093385214	602.046959662854	0	0	0	997.605746209098	634.115409004439	742.942050520059	0	0	214.132762312634	332.667997338656	0	0	1557.63239875389	1358.52784982092	0	0	0	0	1876.17260787992	127.828198900678	182.515057492243	337.325012649688	0	0	479.846449136276	807.917592405575	0	0	443.557329784875	202.224469160768	0	410.846343467543	632.511068943707	270.27027027027	412.881915772089	0	1058.36105231327	1489.12935570337	0	254.258835494533	0	159.362549800797	0	0	166.251039068994	179.307871615564	179.05102954342	271.22321670735	0	0	0	0	435.161009573542	606.336213430347	0	0	0	0	2692.77845777234	712.589073634204	0	0	2522.06809583859	2668.80170803309	1427.55174875089	4389.17337234821	0	0	1852.42358752701	0	1090.31437397783	918.876345497506	165.727543917799	803.427959292983	0	218.054949847362	747.19800747198	1334.75707421249	0	241.662638956017	688.942473303479	0	0	654.878847413229	0	0	0	0	0	777.604976671851	975.847767748231	416.579879191835	1207.0006035003	1012.29211858279	671.291116580891	458.295142071494	0	0	0	0	0	0	317.965023847377	0	1281.37483982815	225.479143179256	1828.15356489945	0	0	0	0	993.04865938431	1398.6013986014	0	556.173526140156	0
OTU9716819	3128.62108922364	343.760742523204	436.205016357688	0	1649.48453608247	222.965440356745	1000	357.78175313059	232.540113169522	0	0	1694.91525423729	0	395.882818685669	0	0	0	0	0	230.680507497117	1203.73156786037	472.664250827162	878.348704435661	886.524822695035	0	769.674812391764	3510.14040561622	4028.64816472695	0	391.542678151919	0	524.658971668416	2141.32762312634	4260.3550295858	2002.67022696929	1282.59940145361	1173.70892018779	384.467512495194	9335.72710951526	5333.33333333333	1375.20055008022	402.576489533011	0	0	1582.27848101266	1322.40148108966	789.390590464162	6143.46283637622	703.037120359955	3630.13007966119	1052.90866017373	1209.18984280532	0	627.746390458255	0	616.52281134402	2322.88037166086	2123.14225053079	1390.17608897127	0	1317.52305665349	973.709834469328	5235.60209424084	12324.3776189302	819.000819000819	0	10600.7067137809	701.016473887136	0	1267.42712294043	3778.33753148615	1958.8638589618	0	1076.42626480086	0	0	0	0	1554.51920941594	538.720538720539	0	901.713255184851	12269.9386503067	6203.47394540943	0	579.710144927536	0	0	0	2902.75761973875	518.134715025907	4456.32798573975	0	74.5767767917071	1594.89633173844	2730.37542662116	0	290.360046457607	191.644308164048	555.054464719351	0	0	1146.13180515759	0	1443.92748275309	428.755180791768	272.900936959884	402.090872537193	0	0	0	0	155.642023346304	200.682319887618	933.852140077821	645.161290322581	0	1596.16919393456	634.115409004439	0	15760.4412923562	14197.4639644522	535.331905781585	831.66999334664	1917.34128674904	2484.47204968944	1168.22429906542	494.010127207608	1740.94707520891	2496.02904470161	0	0	2918.49072336877	383.484596702032	0	0	649.66704563911	1028.03738317757	479.846449136276	403.958796202787	157.282164202579	0	0	606.673407482305	0	205.423171733772	1370.44064937803	1351.35135135135	0	264.270613107822	4233.4442092531	5857.24213243324	0	2034.07068395627	223.313979455114	159.362549800797	1175.64072419469	730.460189919649	997.506234413965	717.231486462256	537.15308863026	678.058041768375	164.17665407979	0	595.592614651578	330.03300330033	3191.18073687264	1061.08837350311	0	0	2352.94117647059	1800.03272786778	244.798041615667	237.529691211401	150.579731968077	312.061163988142	0	0	6423.98286937902	4023.40892465252	0	0	0	821.467688937568	181.719062329638	918.876345497506	0	0	2665.57309821612	3706.93414740515	747.19800747198	1067.80565936999	355.871886120996	483.325277912035	344.47123665174	0	411.692054343351	218.292949137743	2752.29357798165	251.382604323781	0	0	827.814569536424	259.201658890617	731.885825811174	208.289939595918	150.875075437538	144.613159797542	0	0	196.001568012544	806.614236741278	509.770603228547	887.114659569749	402.576489533011	1226.74299734206	1589.82511923688	3187.83717508583	150.749981156252	0	1828.15356489945	1805.05415162455	680.087051142546	426.439232409382	677.506775067751	1489.57298907646	15384.6153846154	10033.4448160535	2780.86763070078	5190.31141868512
